country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Guernsey,GGY,1/30/21,,,,,604,,,,9008,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,1/31/21,,,,,604,,,,9008,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2/1/21,,,,,604,,,,9008,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2/2/21,,,,,604,,,,9008,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2/3/21,,,,,604,,,,9008,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2/4/21,,,,,604,,,,9008,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2/5/21,,,,,604,,,,9008,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2/6/21,,,,,604,,,,9008,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2/7/21,15135,12045,3090,,604,22.57,17.96,4.61,9008,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2/8/21,,,,,603,,,,8993,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2/9/21,,,,,601,,,,8963,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2/10/21,,,,,599,,,,8933,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2/11/21,,,,,598,,,,8918,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2/12/21,,,,,596,,,,8889,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2/13/21,,,,,594,,,,8859,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2/14/21,19284,13950,5334,,593,28.76,20.8,7.96,8844,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guyana,GUY,2/11/21,0,0,,,,0,0,,,Oxford/AstraZeneca,Ministry of Health,https://www.stabroeknews.com/2021/02/16/news/guyana/anthony-says-668-health-workers-have-gotten-covid-vaccine/
Guyana,GUY,2/12/21,,,,,167,,,,212,Oxford/AstraZeneca,Ministry of Health,https://www.stabroeknews.com/2021/02/16/news/guyana/anthony-says-668-health-workers-have-gotten-covid-vaccine/
Guyana,GUY,2/13/21,,,,,167,,,,212,Oxford/AstraZeneca,Ministry of Health,https://www.stabroeknews.com/2021/02/16/news/guyana/anthony-says-668-health-workers-have-gotten-covid-vaccine/
Guyana,GUY,2/14/21,,,,,167,,,,212,Oxford/AstraZeneca,Ministry of Health,https://www.stabroeknews.com/2021/02/16/news/guyana/anthony-says-668-health-workers-have-gotten-covid-vaccine/
Guyana,GUY,2/15/21,668,668,,,167,0.08,0.08,,212,Oxford/AstraZeneca,Ministry of Health,https://www.stabroeknews.com/2021/02/16/news/guyana/anthony-says-668-health-workers-have-gotten-covid-vaccine/
Hungary,HUN,12/28/20,1094,,,,,0.01,,,,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,12/29/20,2461,,,1367,1367,0.03,,,142,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,12/30/20,3789,,,1328,1348,0.04,,,140,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,12/31/20,5110,,,1321,1339,0.05,,,139,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,1/1/21,,,,,1578,,,,163,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,1/2/21,,,,,1722,,,,178,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,1/3/21,12000,,,,1818,0.12,,,188,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,1/4/21,15000,,,3000,1987,0.16,,,206,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,1/5/21,21000,,,6000,2648,0.22,,,274,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,1/6/21,31500,,,10500,3959,0.33,,,410,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,1/7/21,42549,,,11049,5348,0.44,,,554,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,1/8/21,,,,,6375,,,,660,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,1/9/21,,,,,7402,,,,766,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,1/10/21,71000,,,,8429,0.73,,,873,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,1/11/21,78579,,,7579,9083,0.81,,,940,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,1/12/21,86929,,,8350,9418,0.9,,,975,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,1/13/21,96101,,,9172,9229,0.99,,,955,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,1/14/21,105728,,,9627,9026,1.09,,,934,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,1/15/21,112847,,,7119,8688,1.17,,,899,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,1/16/21,119944,,,7097,8347,1.24,,,864,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,1/17/21,123188,,,3244,7455,1.28,,,772,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,1/18/21,131332,129689,1643,8144,7536,1.36,1.34,0.02,780,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,1/19/21,133257,130318,2939,1925,6618,1.38,1.35,0.03,685,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,1/20/21,138584,134554,4030,5327,6069,1.43,1.39,0.04,628,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,1/21/21,144798,138983,5815,6214,5581,1.5,1.44,0.06,578,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,1/22/21,150128,143184,6944,5330,5326,1.55,1.48,0.07,551,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,1/23/21,153392,145257,8135,3264,4778,1.59,1.5,0.08,495,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,1/24/21,156098,146695,9403,2706,4701,1.62,1.52,0.1,487,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,1/25/21,162315,149676,12639,6217,4426,1.68,1.55,0.13,458,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,1/26/21,170476,152704,17772,8161,5317,1.76,1.58,0.18,550,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,1/27/21,187508,161215,26293,17032,6989,1.94,1.67,0.27,723,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,1/28/21,213010,175283,37727,25502,9745,2.2,1.81,0.39,1009,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,1/29/21,247889,198283,49606,34879,13966,2.57,2.05,0.51,1446,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,1/30/21,278830,222005,56825,30941,17920,2.89,2.3,0.59,1855,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,1/31/21,299138,237872,61266,20308,20434,3.1,2.46,0.63,2115,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,2/1/21,311662,243136,68526,12524,21335,3.23,2.52,0.71,2209,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,2/2/21,322306,247270,75036,10644,21690,3.34,2.56,0.78,2245,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,2/3/21,334130,249687,84452,11824,20946,3.46,2.58,0.87,2168,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,2/4/21,357303,264530,92773,23173,20613,3.7,2.74,0.96,2134,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,2/5/21,381062,279410,101652,23759,19025,3.94,2.89,1.05,1969,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,2/6/21,391621,286379,105242,10559,16113,4.05,2.96,1.09,1668,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,2/7/21,396634,289042,107592,5013,13928,4.11,2.99,1.11,1442,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,2/8/21,401791,291396,110395,5157,12876,4.16,3.02,1.14,1333,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,2/9/21,406197,292627,113570,4406,11984,4.2,3.03,1.18,1241,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,2/10/21,411992,294624,117368,5795,11123,4.26,3.05,1.21,1151,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,2/11/21,431097,310448,120649,19105,10542,4.46,3.21,1.25,1091,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,2/12/21,455168,330745,124423,24071,10587,4.71,3.42,1.29,1096,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,2/13/21,463383,335188,128195,8215,10252,4.8,3.47,1.33,1061,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,2/14/21,465636,336297,129339,2253,9857,4.82,3.48,1.34,1020,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,2/15/21,473551,341958,131593,7915,10251,4.9,3.54,1.36,1061,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,2/16/21,483751,348927,134824,10200,11079,5.01,3.61,1.4,1147,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,2/17/21,506044,365021,141023,22293,13436,5.24,3.78,1.46,1391,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,2/18/21,544253,391821,152432,38209,16165,5.63,4.06,1.58,1673,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,2/19/21,600048,427309,172739,55795,20697,6.21,4.42,1.79,2142,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,2/20/21,636240,445535,190705,36192,24694,6.59,4.61,1.97,2556,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Hungary,HUN,2/21/21,654462,453457,201005,18222,26975,6.77,4.69,2.08,2792,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/2623-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-48-beteg
Iceland,ISL,12/30/20,4875,4875,,,,1.43,1.43,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,12/31/20,,,,,63,,,,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,1/1/21,,,,,63,,,,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,1/2/21,,,,,63,,,,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,1/3/21,,,,,63,,,,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,1/4/21,,,,,63,,,,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,1/5/21,,,,,63,,,,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,1/6/21,,,,,63,,,,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,1/7/21,,,,,63,,,,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,1/8/21,,,,,63,,,,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,1/9/21,,,,,63,,,,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,1/10/21,,,,,63,,,,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,1/11/21,,,,,63,,,,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,1/12/21,,,,,63,,,,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,1/13/21,,,,,63,,,,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,1/14/21,,,,,63,,,,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,1/15/21,,,,,63,,,,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,1/16/21,,,,,63,,,,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,1/17/21,,,,,63,,,,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,1/18/21,,,,,63,,,,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,1/19/21,,,,,63,,,,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,1/20/21,6205,5725,480,,63,1.82,1.68,0.14,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,1/21/21,,,,,312,,,,914,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,1/22/21,,,,,560,,,,1641,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,1/23/21,,,,,809,,,,2371,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,1/24/21,,,,,1057,,,,3097,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,1/25/21,15220,10433,4787,,1306,4.46,3.06,1.4,3827,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,1/26/21,,,,,1318,,,,3862,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,1/27/21,15522,10702,4820,,1331,4.55,3.14,1.41,3900,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,1/28/21,,,,,1103,,,,3232,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,1/29/21,,,,,874,,,,2561,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,1/30/21,,,,,646,,,,1893,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,1/31/21,,,,,417,,,,1222,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2/1/21,,,,,189,,,,554,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2/2/21,,,,,197,,,,577,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2/3/21,16951,12098,4853,,204,4.97,3.55,1.42,598,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2/4/21,,,,,215,,,,630,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2/5/21,17515,12660,4855,,226,5.13,3.71,1.42,662,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2/6/21,,,,,204,,,,598,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2/7/21,,,,,182,,,,533,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2/8/21,17657,12801,4856,,159,5.17,3.75,1.42,466,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2/9/21,,,,,200,,,,586,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2/10/21,,,,,241,,,,706,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2/11/21,,,,,271,,,,794,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2/12/21,19624,14086,5538,,301,5.75,4.13,1.62,882,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2/13/21,,,,,305,,,,894,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2/14/21,,,,,309,,,,905,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2/15/21,19844,14087,5757,,312,5.82,4.13,1.69,914,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2/16/21,20031,14087,5944,187,269,5.87,4.13,1.74,788,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2/17/21,21569,14188,7381,1538,418,6.32,4.16,2.16,1225,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2/18/21,24853,15195,9658,3284,817,7.28,4.45,2.83,2394,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2/19/21,25718,15644,10074,865,871,7.54,4.58,2.95,2552,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
India,IND,1/15/21,0,0,,,,0,0,,,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1699735
India,IND,1/16/21,191181,191181,,191181,191181,0.01,0.01,,139,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1699735
India,IND,1/17/21,224301,224301,,33120,112150,0.02,0.02,,81,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1699735
India,IND,1/18/21,454049,454049,,229748,151350,0.03,0.03,,110,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1699735
India,IND,1/19/21,674835,674835,,220786,168709,0.05,0.05,,122,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1699735
